Culture;CERCID;FLID;POSTRA;Order;CULTURE_NC;CULTURE_TL;ID_NC;ID_TL;ORDER_NC;ORDER_TL;BGL_ORIG_NC;BGL_ORIG_TL;BGL_GEN_NC;BGL_GEN_TL;DIS_BGL_TL;DIS_BGL_AB;BGL;DIS_BGL_BGP;BGL_AB;BGL_SPEC_NC;BGL_SPEC_TL;BGL_SPEC_TB;BGL_SPEC_TB_c;BGL_SPEC_TB_cl;BGD_ORIG_NC;BGD_ORIG_TL;BGD_GEN_NC;BGD_GEN_TL;DIS_BGD_TL;DIS_BGD_AB;BGD;DIS_BGD_BGP;BGD_AB;BGD_SPEC_NC;BGD_SPEC_TL;BGD_SPEC_TB;BGD_SPEC_TB_c;BGD_SPEC_TB_cl;LGL_ORIG_NC;LGL_ORIG_TL;LGL_GEN_NC;LGL_GEN_TL;DIS_LGL;LGL;LGL2;DIS_LGL_BGP;LGL_SPEC_NC;LGL_SPEC_TL;LGL_SPEC_TB;LGL_SPEC_TB_c;LGL_SPEC_TB_cl;LGD_ORIG__NC;LGD_ORIG_TL;LGD_GEN_NC;LGD_GEN_TL;DIS_LGD;LGD;LGD2;DIS_LGD_BGP;LGD_SPEC_NC;LGD_SPEC_TL;LGD_SPEC_TB;LGD_SPEC_TB_c;LGD_SPEC_TB_cl;POL_ORIG_NC;POL_ORIG_TL;POL_GEN_NC;POL_GEN_TL;DIS_POL;POL;DIS_POL_BGP;POL_SPEC_NC;POL_SPEC_TL;POL_SPEC_TB;POL_SPEC_TB_c;POL_SPEC_TB_cl;POD_ORIG_NC;POD_ORIG_TL;POD_GEN_NC;POD_GEN_TL;DIS_POD;POD;DIS_POD_BGP;POD_SPEC_NC;POD_SPEC_TL;POD_SPEC_TB;POD_SPEC_TB_c;POD_SPEC_TB_cl;GOOD_ORIG_NC;GOOD_ORIG_TL;MATCH_GOOD;GOOD_SPEC_NC;GOOD_SPEC_TL;GOOD_SPEC_BP;BAD_ORIG_NC;BAD_ORIG_TL;MATCH_BAD;BAD_SPEC_NC;BAD_SPEC_TL;BAD_SPEC_BP;HAINE;ISHOKO;GDSMDIFF
Inland Tanna;CERC158;M0011;0;4;InlandRC;Inland Vanuatu;M0011;M0011;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Welcomes people to house;Welcomes people to house;Match;Hospitable;Hospitality;Hospitable;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC158;M0011;0;5;InlandRC;Inland Vanuatu;M0011;M0011;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Cares for animals;Cares for animals;Match;Caring  - Animals;Caring;Caring;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC159;M0012;0;1;InlandRC;Inland Vanuatu;M0012;M0012;1;1;Cares for tepunis;Cares for tepunis;Ecology;Ecology;0;0;Ecology;0;Ecology;Caring - Tepunis;Caring about garden;Caring - Tepunis;Caring - Tupunus;Caring - Tupunus;People who are doing bad things;People who are doing bad things;Morality;Morality;0;0;Morality;0;Morality;Behaviour - Bad;Bad behavior;Behaviour - Bad;Behaviour - Bad;Behaviour - Bad;Cares for gardening and other foods;Cares for gardening and other foods;Ecology;Ecology;0;Ecology;Ecology;0;Caring - Gardening;Gardening;Caring - Gardening;Caring - Gardening;Caring - Gardening;Trespassing on Tepunis's area;Trespassing on Tepunis's area;Ritual;Ritual;0;Ritual;Ritual;0;Tresspassing - Tepunis ;Tepunis punishes trespassers;Tresspassing - Tepunis ;Trespassing - Tupunus;Trespassing - Tupunus;Not divorcing your wife;Not divorcing your wife;Morality;Morality;0;Morality;0;No Divorce;No divorce;No Divorce;No Divorce;No Divorce;Rape;Rape;Morality;Morality;0;Morality;0;Violence - Rape ;Rape;Violence - Rape ;Violence - Rape;Rape;Love other people;Love other people;Match;Loving - Others;Loving;Loving;Disrespect;Disrespect;Match;Disrespectful;Disrespectful;Disrespectful;NA;NA;NA
Inland Tanna;CERC159;M0012;0;2;InlandRC;Inland Vanuatu;M0012;M0012;2;2;Every people around the world;Every people around the world;People;People;0;0;People;0;People;People;People;People;People;People;Stealing;Stealing;Morality;Morality;0;0;Morality;0;Morality;Stealing;Stealing;Stealing;Stealing;Stealing;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Not stealing;Not stealing;Morality;Morality;0;Morality;0;No Stealing;No stealing;No Stealing;No Stealing;No Stealing;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Respect other people;Respect other people;Match;Respect - Others;Respectful;Respectful;Stealing;Stealing;Match;Stealing;Stealing;Theft;NA;NA;NA
Inland Tanna;CERC159;M0012;0;3;InlandRC;Inland Vanuatu;M0012;M0012;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Gossiping;Gossiping;Morality;Morality;0;0;Morality;0;Morality;Gossip;Gossipping;Gossip;Gossip;Gossip;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Fighting;Fighiting;Morality;Morality;0;Morality;0;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;Welcomes people at his home;Welcomes people at his home;Match;Hospitable;Hospitality;Hospitable;Does not share;Does not share;Match;Not Sharing;Selfish;Doesn't Share;NA;NA;NA
Inland Tanna;CERC159;M0012;0;4;InlandRC;Inland Vanuatu;M0012;M0012;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Disrespect;Disrespect;Etiquette;Virtue;1;1;Etiquette;0;Etiquette;Disrespectful;Disrespect;Disrespectful;Disrespectful;Disrespectful;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Shares with others;Shares with others;Match;Sharing - Others;Sharing;Generous/Shares;Does not welcome others;Does not welcome others;Match;Not Hospitable;Unfriendly;Inhospitable;NA;NA;NA
Inland Tanna;CERC159;M0012;0;5;InlandRC;Inland Vanuatu;M0012;M0012;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC160;M0013;0;1;InlandRC;Inland Vanuatu;M0013;M0013;1;1;Cares for the people;Cares for the people;People;People;0;0;People;0;People;Caring - Ecology/People;Caring about people;Caring - Ecology/People;Caring - Ecology/People;Caring - People;Stealing, ;Stealing, ;Morality;Morality;0;0;Morality;0;Morality;Stealing;Stealing;Stealing;Stealing;Stealing;The fruits and veges in the garden ;The fruits and veges in the garden;Ecology;Ecology;0;Ecology;Ecology;0;Gardening;Food and gardening;Gardening;Gardening;Gardening;Breaking taboos restricting eating;Breaking taboos restricting eating;Ecology;Etiquette;1;Etiquette;Etiquette;0;Disobedience - Taboos;Breaking taboos;Disobedience - Taboos;Disobedience - Taboos;Disobedience - Taboos;Police like money;Police like money;Misc;Misc;0;Miscellaneous;0;Money;Money;Money;Money;Money;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Welcomes people;Welcomes people;Match;Hospitable;Hospitality;Hospitable;Doesn't welcome people;Doesn't welcome people;Match;Not Hospitable;Unfriendly;Inhospitable;NA;NA;NA
Inland Tanna;CERC160;M0013;0;2;InlandRC;Inland Vanuatu;M0013;M0013;2;2;Cares for the garden;Cares for the garden;Ecology;Ecology;0;0;Ecology;0;Ecology;Caring - Garden;Cares for the garden;Caring - Garden;Caring - Garden;Caring - Garden;or other bad behaviors (treating people violently);or other bad behaviors (treating people violently);Morality;Morality;0;0;Morality;0;Morality;Behaviour - Bad;Violence;Behaviour - Bad;Behaviour - Bad;Behaviour - Bad;and the people;and the people;People;People;0;People;People;0;People;People;People;People;People;Harvesting fruits and veggies;Harvesting fruits and veggies;NA;Ecology;1;Ecology;Ecology;0;NA;Harvesting fruits and veggies;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Give food to widows;Give food to widows;Match;Charitable - Food;Generous;Generous/Shares;Doesn't give food to widows;Doesn't give food to widows;Match;Not Chartiable - Food;Selfish;Not Feeding Others;NA;NA;NA
Inland Tanna;CERC160;M0013;0;3;InlandRC;Inland Vanuatu;M0013;M0013;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Obeys elders;Obeys elders;Match;Obedience - Elders;Obedience;Obedient;Disobeys elders;Disobeys elders;Match;Disobedience - Elders;Disobedience;Disobedient;NA;NA;NA
Inland Tanna;CERC160;M0013;0;4;InlandRC;Inland Vanuatu;M0013;M0013;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Respect;Respect;Match;Respect;Respectful;Respectful;Disrespect;Disrespect;Match;Disrespectful;Disrespectful;Disrespectful;NA;NA;NA
Inland Tanna;CERC160;M0013;0;5;InlandRC;Inland Vanuatu;M0013;M0013;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC161;M0014;0;1;InlandRC;Inland Vanuatu;M0014;M0014;1;1;I don't know;I don't know;D/K;D/K;0;0;D/K;0;D/K;D/K;D/K;D/K;D/K;D/K;I don't know;I don't know;D/K;D/K;0;0;D/K;0;D/K;D/K;D/K;D/K;D/K;D/K;Banana;Banana;Food;Food;0;Food;Food;0;Food - Banana;Banana;Food - Banana;Food - Banana;Food - Banana;Nothing, tepunis likes everything;Nothing, tepunis likes everything;Misc;Misc;0;Miscellaneous;Miscellaneous;0;Nothing;Nothing;Nothing;Nothing;Nothing;Don’t' know police;Don’t' know police;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Behave well;Behave well;Match;Behaviour - Good;Good behavior;Good (Conscience, Behavior, Nature, Heart);Lazy;Lazy;Match;Lazy;Laziness;Lazy;NA;NA;NA
Inland Tanna;CERC161;M0014;0;2;InlandRC;Inland Vanuatu;M0014;M0014;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Kava;Kava;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Kava;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Marijuana;Marijuana;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;0;Smoking - Marijuana;Drugs/alcohol;Smoking - Marijuana;Smoking - Marijuana;Smoking - Marijuana;Respect people;Respect people;Match;Respect - Others;Respectful;Respectful;Not helping people;Not helping people;Match;Not Helpful - Others;Unhelpful;Unhelpful;NA;NA;NA
Inland Tanna;CERC161;M0014;0;3;InlandRC;Inland Vanuatu;M0014;M0014;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;killing people;killing people;Morality;Morality;0;Morality;0;Violence - Killing;Killing;Violence - Killing;Violence - Killing;Murder;Obey elders;Obey elders;Match;Obedience - Elders;Obedience;Obedient;Swearing;Swearing;Match;Swearing;Foul language;Bad Language (Swearing);NA;NA;NA
Inland Tanna;CERC161;M0014;0;4;InlandRC;Inland Vanuatu;M0014;M0014;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Help others;Help others;Match;Helpful - Others;Helpful;Helpful;Disrespect;Disrespect;Match;Disrespectful;Disrespectful;Disrespectful;NA;NA;NA
Inland Tanna;CERC161;M0014;0;5;InlandRC;Inland Vanuatu;M0014;M0014;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC162;M0016;0;1;InlandRC;Inland Vanuatu;M0016;M0016;1;1;Cares for the nakamal ;Cares for the nakamal ;Ritual;Ritual;0;0;Ritual;0;Ritual;Caring- Nakamol;Caring about nakamol;Caring- Nakamol;Caring - Nakamol;Caring - Nakamol;If you don't play your role according to your kastom title (that  is to do with tepunis;If you don't play your role according to your kastom title (that  is to do with tepunis;Ritual;Ritual;0;0;Ritual;0;Ritual;No Role - Tepunis;Break rules of gardening;No Role - Tepunis;No Role - Tupunus;No Role - Tupunus;Life of people;Life of people;People;People;0;People;People;0;People - Lives;Life of people;People - Lives;People - Lives;People - Lives;I'm not sure;I'm not sure;D/K;D/K;0;D/K;NA;0;D/K;D/K;D/K;D/K;D/K;I don't know;I don't know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Share food;Share food;Match;Sharing - Food ;Sharing;Generous/Shares;Not sharing food;Not sharing food;Match;Not Sharing;Selfish;Doesn't Feed Others;NA;NA;NA
Inland Tanna;CERC162;M0016;0;2;InlandRC;Inland Vanuatu;M0016;M0016;2;2;Cares for tepunis;Cares for tepunis;Ecology;Ecology;0;0;Ecology;0;Ecology;Caring - Tepunis;Caring about garden;Caring - Tepunis;Caring - Tupunus;Caring - Tupunus;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Murder;Murder;Morality;Morality;0;Morality;0;Violence - Murder;Killing;Violence - Murder;Violence - Murder;Murder;Kind;Kind;Match;Kind;Kindness;Kind;Not kind;Not kind;Match;Not Kind;Unkind;Unkind;NA;NA;NA
Inland Tanna;CERC162;M0016;0;3;InlandRC;Inland Vanuatu;M0016;M0016;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Obey people;Obey people;Match;Obedience - Others;Obedience;Obedient;Not behaving well;Not behaving well;Match;Behaviour - Bad;Bad behavior;Bad (Conscience, Behavior, Nature, Heart);NA;NA;NA
Inland Tanna;CERC162;M0016;0;4;InlandRC;Inland Vanuatu;M0016;M0016;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Respect;Respect;Match;Respect;Respectful;Respectful;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC162;M0016;0;5;InlandRC;Inland Vanuatu;M0016;M0016;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC163;M0018;0;1;InlandRC;Inland Vanuatu;M0018;M0018;1;1;Cares for the nakamol ;Cares for the nakamol ;Ritual;Ritual;0;0;Ritual;0;Ritual;Caring- Nakamol;Cares for the nakamal;Caring- Nakamol;Caring - Nakamol;Caring - Nakamol;Kalpaping doesn't like people who not welcomes people;Not welcome people;Etiquette;Etiquette;0;0;Etiquette;0;Etiquette;Not Hospitable/Stealing/False Idols;Bad behavior;Not Hospitable/Stealing/False Idols;Not Hospitable/Stealing/False Idols;Not Hospitable;He doesn't know;He doesn't know;D/K;D/K;0;D/K;NA;0;D/K;D/K;D/K;D/K;D/K;He doesn't know about Tepunis and he hasn't heard anything about him;He doesn't know about Tepunis and he hasn't heard anything about him;D/K;D/K;0;D/K;NA;0;D/K;D/K;D/K;D/K;D/K;Not fighting;Not fighting;Morality;Morality;0;Morality;0;No Violence - Fighting;No fighting;No Violence - Fighting;No Violence - Fighting;No Violence;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Welcomes people;Welcomes people;Match;Hospitable;Hospitality;Hospitable;Doesn't welcome;Doesn't welcome;Match;Not Hospitable;Unfriendly;Inhospitable;NA;NA;NA
Inland Tanna;CERC163;M0018;0;2;InlandRC;Inland Vanuatu;M0018;M0018;2;2;Cares for the people, allf of the people around the world because kalpaping created all of them;Cares for the people, allf of the people around the world because kalpaping created all of them;People;People;0;0;People;0;People;People;Cares for the people;People;People;People;steal;Steal ;Morality;Morality;0;0;Morality;0;Morality;Stealing;Steal ;Stealing;Stealing;Stealing;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;No stealing;No stealing;Morality;Morality;0;Morality;0;No Stealing;No stealing;No Stealing;No Stealing;No Stealing;Fighting;Fighting;Morality;Morality;0;Morality;0;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;Kind;Kind;Match;Kind;Kindness;Kind;Unkind;Unkind;Match;Not Kind;Unkind;Unkind;NA;NA;NA
Inland Tanna;CERC163;M0018;0;3;InlandRC;Inland Vanuatu;M0018;M0018;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;worshipping people;Worshipping people;Misc;Misc;0;0;Miscellaneous;0;Miscellaneous;False Idols - People;Worshipping people;False Idols - People;False Idols - People;False Idols - People;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Share food;Share food;Match;Sharing - Food ;Sharing;Generous/Shares;Doesn’t share food;Doesn’t share food;Match;Not Sharing;Selfish;Doesn't Feed Others;NA;NA;NA
Inland Tanna;CERC163;M0018;0;4;InlandRC;Inland Vanuatu;M0018;M0018;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Obeys chief;Obeys chief;Match;Obedience - Chief;Obedience;Obedient;Disobeys chief;Disobeys chief;Match;Disobedience - Chief;Disobedience;Disobedient;NA;NA;NA
Inland Tanna;CERC163;M0018;0;5;InlandRC;Inland Vanuatu;M0018;M0018;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;Match;NA;NA;NA;NA;NA;NA
Inland Tanna;CERC164;M0019;0;1;InlandRC;Inland Vanuatu;M0019;M0019;1;1;All of the tepunis here specifically, kava and banana;All of the tepunis here specifically, kava and banana;Ecology;Ecology;0;0;Ecology;0;Ecology;Food - Kava/Banana;Kava and Banana;Food - Kava/Banana;Food - Kava/Banana;Food - Kava;Tepunis people working on other tepunis, e.g. if you are a kava tepunis person, he doesn't like you working on other tepunis. Playing around with tepunis - you must take it seriously;Tepunis people working on other tepunis, e.g. if you are a kava tepunis person, he doesn't like you working on other tepunis. Playing around with tepunis - you must take it seriously;Misc;Misc;0;0;Miscellaneous;0;Miscellaneous;Seriousness;Break rules of gardening;Seriousness;Seriousness;Seriousness;Banana;Banana;Food;Food;0;Food;Food;0;Food - Banana;Banana;Food - Banana;Food - Banana;Food - Banana;Not breaking the rules of the tepunis, e.g. taking kava younger than 3 years angers the kava tepunis;Not breaking the rules of the tepunis, e.g. taking kava younger than 3 years angers the kava tepunis;Ritual;Ecology;1;Ritual;Ritual;0;Disobedience - Tepunis Rules;Breaking rules of rituals (tepunis);Disobedience - Tepunis Rules;Disobedience - Tupunus Rules;Disobedience - Garden Rules;People who do good things;People who do good things;Morality;Morality;0;Morality;0;Behaviour - Good ;Good behavior;Behaviour - Good ;Behaviour - Good;Behaviour - Good;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Love;Love;Match;Loving;Loving;Loving;Disrespect;Disrespect;Match;Disrespectful;Disrespectful;Disrespectful;NA;NA;NA
Inland Tanna;CERC164;M0019;0;2;InlandRC;Inland Vanuatu;M0019;M0019;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Food - Banana;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Kava (specifically here);Kava (specifically here);Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;Substance Use/Abuse;0;Alcohol - Kava;Kava;Alcohol - Kava;Alcohol - Kava;Alcohol - Kava;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Killing;Killing;Morality;Morality;0;Morality;0;Violence - Killing;Killing;Violence - Killing;Violence - Killing;Murder;Respect;Respect;Match;Respect;Respectful;Respectful;Dishonest;Dishonest;Match;Dishonest;Dishonesty;Dishonest;NA;NA;NA
Inland Tanna;CERC164;M0019;0;3;InlandRC;Inland Vanuatu;M0019;M0019;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Smoking of marijuana;Smoking of marijuana;Substance Use/Abuse;Substance Use/Abuse;0;Substance Use/Abuse;0;Smoking - Marijuana;Drugs/alcohol;Smoking - Marijuana;Smoking - Marijuana;Smoking - Marijuana;Welcomes people to house;Welcomes people to house;Match;Hospitable;Hospitality;Hospitable;Greedy/selfish;Greedy/selfish;Match;Greed;Greed;Greedy;NA;NA;NA
